tweet_id,text,airline_sentiment,airline_sentiment_confidence,airline,negativereason,negativereason_confidence,tweet_created,retweet_count,clean_text,label
570285610176532480,@united that's right- with an overnight Miami.,neutral,0.6492,United,,0.0,2015-02-24 10:14:19 -0800,0,thats right with an overnight miami,1
569863714704220160,@united flight 433 lets go you look like clowns no one is giving up 1st class for $500,negative,0.6466,United,Late Flight,0.342,2015-02-23 06:17:51 -0800,0,flight lets go you look like clowns no one is giving up st class for,0
569165517614944256,@usairways - thanks for the 5+ hour flight from PIT to PHX with zero entertainment. Guess why I have a quarter million + miles on Delta,negative,0.691,US Airways,Bad Flight,0.3721,2015-02-21 08:03:28 -0800,0,thanks for the hour flight from pit to phx with zero entertainment guess why i have a quarter million miles on delta,0
568862320442662912,"@USAirways right, can you use a shuttle ticket from LGA to BOS for any shuttle flight? Probably gonna miss the 4pm.",negative,0.6498,US Airways,Late Flight,0.3272,2015-02-20 11:58:40 -0800,0,right can you use a shuttle ticket from lga to bos for any shuttle flight probably gonna miss the pm,0
569893064342437888,@AmericanAir Thanks for the response.Tough night for all involved. Our flight got Cancelled Flightled as we started taxiing down the runway.,negative,1.0,American,Cancelled Flight,1.0,2015-02-23 08:14:29 -0800,0,thanks for the responsetough night for all involved our flight got cancelled flightled as we started taxiing down the runway,0
569975155964772352,"@SouthwestAir that was supposed to say ""boo"" not book. booo.",neutral,0.6316,Southwest,,0.0,2015-02-23 13:40:41 -0800,0,that was supposed to say boo not book booo,1
570138307767578625,"@AmericanAir I tried, EXTREMELY RUDE. Even the supervisor. And when I asked to speak to HIS supervisor I was told no",negative,1.0,American,Flight Attendant Complaints,1.0,2015-02-24 00:28:59 -0800,0,i tried extremely rude even the supervisor and when i asked to speak to his supervisor i was told no,0
568438860390244353,@USAirways can we hold two seats for 11:35 flight from PHX to Las 1856 as this delayed flight 556 is not going to arrive on-time,negative,0.6578,US Airways,Late Flight,0.6578,2015-02-19 07:56:00 -0800,0,can we hold two seats for flight from phx to las as this delayed flight is not going to arrive ontime,0
569684626949718017,@SouthwestAir after an hour and a half then it came back damaged. Not happy 😣,negative,1.0,Southwest,Damaged Luggage,1.0,2015-02-22 18:26:13 -0800,0,after an hour and a half then it came back damaged not happy,0
568882601261273089,"@united its my one and only checked bag, which is checked to edinburgh, however i am being charged randomly from dc to newark",negative,1.0,United,Customer Service Issue,0.648,2015-02-20 13:19:16 -0800,0,its my one and only checked bag which is checked to edinburgh however i am being charged randomly from dc to newark,0
569628242044428288,@USAirways 799 from AMS to PHL today- 3 of 4 flight attendants were downright rude and hostile and made the 8+ hour flight even worse.,negative,1.0,US Airways,Flight Attendant Complaints,1.0,2015-02-22 14:42:10 -0800,0,from ams to phl today of flight attendants were downright rude and hostile and made the hour flight even worse,0
569888119043915776,@united still no response??,negative,0.6545,United,Customer Service Issue,0.6545,2015-02-23 07:54:50 -0800,0,still no response,0
568047650945298432,@united we are never going to get to out gate at this rate.,negative,0.6421,United,Late Flight,0.3368,2015-02-18 06:01:28 -0800,0,we are never going to get to out gate at this rate,0
568278231973044225,@united please give special thanks to Aaron in Tampa office for helping me for literally two hours! He's amazing. Mission accomplished!,positive,1.0,United,,,2015-02-18 21:17:43 -0800,0,please give special thanks to aaron in tampa office for helping me for literally two hours! hes amazing mission accomplished!,2
569342670184648704,@united I see two flights with two seats in the morning can we get on those,neutral,1.0,United,,,2015-02-21 19:47:25 -0800,0,i see two flights with two seats in the morning can we get on those,1
569683041578192896,@AmericanAir I tried that. They won't book us with another airline. I wish I had flown with you! We are now stuck in FL til Weds.,positive,0.6432,American,,0.0,2015-02-22 18:19:55 -0800,0,i tried that they wont book us with another airline i wish i had flown with you! we are now stuck in fl til weds,2
569629228225859584,@united you friend's flt from ase to Denver is Cancelled Flightled for tomorrow.  Can you help with rebook?,neutral,0.6489,United,,0.0,2015-02-22 14:46:05 -0800,0,you friends flt from ase to denver is cancelled flightled for tomorrow can you help with rebook,1
570277054635057153,"@jetblue having trouble signing in to TrueBlue today, despite right credentials. getting ""We are not able to sign you in"" msg.",negative,1.0,Delta,Can't Tell,1.0,2015-02-24 09:40:19 -0800,0,having trouble signing in to trueblue today despite right credentials getting we are not able to sign you in msg,0
568431125502144512,@united I need to talk with an actual person about missing luggage. Please advise on how to make that happen.,negative,1.0,United,Lost Luggage,1.0,2015-02-19 07:25:15 -0800,0,i need to talk with an actual person about missing luggage please advise on how to make that happen,0
567894808439570433,"@united Direct Messaged you, didn't hear anything back",negative,1.0,United,Customer Service Issue,1.0,2015-02-17 19:54:07 -0800,0,direct messaged you didnt hear anything back,0
569682961345470465,@AmericanAir  A true #AmericanView ...The National Mall http://t.co/N7ExdbcRHg,neutral,0.6503,American,,,2015-02-22 18:19:36 -0800,0,a true americanview the national mall,1
569628970267705344,@SouthwestAir your wifi is angering me with its slowness,negative,1.0,Southwest,Bad Flight,0.6804,2015-02-22 14:45:04 -0800,0,your wifi is angering me with its slowness,0
569104886119297024,@SouthwestAir flt 3260 out of mht. Have fun with my kids and grandkids 10 of them!!  Jack says hi! http://t.co/BHOOiyT6ZQ,neutral,0.6269,Southwest,,,2015-02-21 04:02:32 -0800,0,flt out of mht have fun with my kids and grandkids of them!! jack says hi!,1
569697298768203776,@United maybe find a different gate #ua1758,negative,0.6606,United,Can't Tell,0.3425,2015-02-22 19:16:35 -0800,0,maybe find a different gate ua,0
570235609933078529,"@USAirways - Good to know that your phone customer service is still impaired due to ""bad weather"" that was over a week ago #jetblueanyone?",negative,1.0,US Airways,Customer Service Issue,1.0,2015-02-24 06:55:38 -0800,0,good to know that your phone customer service is still impaired due to bad weather that was over a week ago jetblueanyone,0
569992234801737728,@USAirways why is it impossible to change / buy preferred seats via your app?,negative,1.0,US Airways,Flight Booking Problems,1.0,2015-02-23 14:48:33 -0800,0,why is it impossible to change buy preferred seats via your app,0
569669921258409985,@USAirways so I guess you are ok with people being sexually assaulted on your flights nice customer service,negative,1.0,US Airways,Customer Service Issue,1.0,2015-02-22 17:27:47 -0800,0,so i guess you are ok with people being sexually assaulted on your flights nice customer service,0
568509433229099009,@JetBlue a little vino wouldn't hurt 🍷,neutral,1.0,Delta,,,2015-02-19 12:36:25 -0800,0,a little vino wouldnt hurt,1
570275384714862592,@AmericanAir I know. Just a little cold weather humor. :),neutral,1.0,American,,,2015-02-24 09:33:41 -0800,0,i know just a little cold weather humor,1
569651320736522240,@AmericanAir we did for the last 8 hours.  Your customer service is horrendous.  I should have flown Delta,negative,1.0,American,Customer Service Issue,1.0,2015-02-22 16:13:53 -0800,0,we did for the last hours your customer service is horrendous i should have flown delta,0
570261225520689152,@SouthwestAir I booked a flight on my phone and then never got a confirmation email. How would I go about getting that?,negative,1.0,Southwest,Customer Service Issue,0.6224,2015-02-24 08:37:25 -0800,0,i booked a flight on my phone and then never got a confirmation email how would i go about getting that,0
569331021163814912,"@united boarding was decent, 3 useless agents that don't speak English (after 2.5hrs of hold) 6hrs of mech delay not so much",negative,1.0,United,Late Flight,1.0,2015-02-21 19:01:07 -0800,0,boarding was decent useless agents that dont speak english after hrs of hold hrs of mech delay not so much,0
570249871107723264,@united Airline trouble this winter &amp; not getting good customer service? contact http://t.co/aQjn4HwNaC  we negotiate resolutions for You!,neutral,0.703,United,,0.0,2015-02-24 07:52:18 -0800,0,airline trouble this winter amp not getting good customer service contact we negotiate resolutions for you!,1
569915992777687041,@AmericanAir received an email requesting I call about a res. but I keep getting kicked off of your phone system. Help?,negative,1.0,American,Customer Service Issue,1.0,2015-02-23 09:45:35 -0800,0,received an email requesting i call about a res but i keep getting kicked off of your phone system help,0
569841254655270912,"@AmericanAir @Active_Aly thx. We have already been on the iberia website, and seat reservation is unavailable. Hopefully we can call them.",negative,0.655,American,Flight Booking Problems,0.3352,2015-02-23 04:48:36 -0800,0,thx we have already been on the iberia website and seat reservation is unavailable hopefully we can call them,0
568491668858662914,"@JetBlue I want to add, my flight to Mexico was on Air Canada. Same exact situation, but with none of the problems I've had with Jet Blue.",negative,0.6629,Delta,Can't Tell,0.6629,2015-02-19 11:25:50 -0800,0,i want to add my flight to mexico was on air canada same exact situation but with none of the problems ive had with jet blue,0
569203010410119168,@united is to airlines as @comcast @XFINITY is to cable/internet,negative,0.3469,United,Can't Tell,0.3469,2015-02-21 10:32:27 -0800,0,is to airlines as is to cableinternet,0
570095499287506946,@united we just flew with United from AUS (Austin Bergstrom) to Cancun Intl. Best flight ever! The 737's are not too big... Not too small!,positive,1.0,United,,,2015-02-23 21:38:53 -0800,0,we just flew with united from aus austin bergstrom to cancun intl best flight ever! the s are not too big not too small!,2
570259268844314625,@USAirways If I’m unable to use my departing flight can I still use the returning flight?,neutral,1.0,US Airways,,,2015-02-24 08:29:39 -0800,0,if im unable to use my departing flight can i still use the returning flight,1
567737653118779392,@SouthwestAir and thanks!,positive,0.6606,Southwest,,,2015-02-17 09:29:39 -0800,0,and thanks!,2
567773933928476672,"@SouthwestAir My brother &amp; his girlfriend’s flight Cancelled Flightled 3 times, now leaving 72 hours Late Flight and dropping letter grades at school. Help?",negative,1.0,Southwest,Cancelled Flight,0.6638,2015-02-17 11:53:49 -0800,0,my brother amp his girlfriends flight cancelled flightled times now leaving hours late flight and dropping letter grades at school help,0
568374422136070144,"@USAirways the gate agent said ""it's booked in full. Sorry"" I had a ticket with a 1st class seat. I will call customer service when I land.",negative,1.0,US Airways,Flight Attendant Complaints,0.6522,2015-02-19 03:39:56 -0800,0,the gate agent said its booked in full sorry i had a ticket with a st class seat i will call customer service when i land,0
568068509613178880,"@united thanks for reaching out. The seat was hard, not enough cushion. OK for short flight. BTW, UA6465 flight and crew were great!",negative,1.0,United,Bad Flight,1.0,2015-02-18 07:24:21 -0800,0,thanks for reaching out the seat was hard not enough cushion ok for short flight btw ua flight and crew were great!,0
569938090510454784,"@JetBlue ....you haven't got me just yet

Can a 1 way LAX-NYC cost me under 190?",neutral,0.6637,Delta,,0.0,2015-02-23 11:13:24 -0800,0,you havent got me just yet can a way laxnyc cost me under,1
569539000312188928,@united who authors this fiction? I just heard on radio we don't even have a jetway secured yet #UA5037 #CMH http://t.co/T78k7aBtWF,negative,1.0,United,Late Flight,0.6806,2015-02-22 08:47:33 -0800,0,who authors this fiction i just heard on radio we dont even have a jetway secured yet ua cmh,0
570211577087041536,"@SouthwestAir no need, I know the status, you Cancelled Flightled instead of delaying the flight.",negative,1.0,Southwest,Cancelled Flight,1.0,2015-02-24 05:20:08 -0800,0,no need i know the status you cancelled flightled instead of delaying the flight,0
567888186967470080,@SouthwestAir this was the 3rd Cancelled Flightlation in 2 days due to weather in Nashville. 3 trips to the airport. Each time communicated Late Flight by SW,negative,1.0,Southwest,Cancelled Flight,1.0,2015-02-17 19:27:49 -0800,0,this was the rd cancelled flightlation in days due to weather in nashville trips to the airport each time communicated late flight by sw,0
568178355452792832,@SouthwestAir I dunno my travel information.. like what?,neutral,1.0,Southwest,,,2015-02-18 14:40:50 -0800,0,i dunno my travel information like what,1
570087022292905985,@americanair Not surprised that you were the Fastest Responding US Brand on Twitter for Q2 + Q3 2014. Also 10th fastest in the world in Q3,positive,0.6702,American,,,2015-02-23 21:05:12 -0800,0,not surprised that you were the fastest responding us brand on twitter for q q also th fastest in the world in q,2
567773706707021824,@united was never given one,neutral,1.0,United,,,2015-02-17 11:52:55 -0800,0,was never given one,1
569574221216661505,@JetBlue thanks. I will use the extra time to do some more shopping! Did somebody say duty free?,positive,0.6621,Delta,,0.0,2015-02-22 11:07:31 -0800,0,thanks i will use the extra time to do some more shopping! did somebody say duty free,2
568986895268519936,@united y not? You're the reason we're in Houston and not NYC tonight. It took the plane an hour to take off - no explanations or sorry.,negative,1.0,United,Late Flight,1.0,2015-02-20 20:13:41 -0800,1,y not youre the reason were in houston and not nyc tonight it took the plane an hour to take off no explanations or sorry,0
569289995749494784,@united is trying to strand us in Houston until tomorrow morning. pretty sure overFlight Booking Problems and maintenance aren't our fault.,negative,1.0,United,Flight Booking Problems,0.3513,2015-02-21 16:18:06 -0800,1,is trying to strand us in houston until tomorrow morning pretty sure overflight booking problems and maintenance arent our fault,0
568973617687625728,"@SouthwestAir @FortuneMagazine 
great news.",positive,1.0,Southwest,,,2015-02-20 19:20:56 -0800,0,great news,2
568469882922102785,@SouthwestAir is awful. They have lost my bag and aren't providing any info. This is day 3 and nothing. #WORSTAIRLINEEVER,negative,1.0,Southwest,Lost Luggage,1.0,2015-02-19 09:59:16 -0800,0,is awful they have lost my bag and arent providing any info this is day and nothing worstairlineever,0
569727036627034112,"@SouthwestAir Just reading your boarding policy, we're a group of 8 travellers with kids ranging from 3-10, is it possible to sit together?",neutral,1.0,Southwest,,,2015-02-22 21:14:45 -0800,0,just reading your boarding policy were a group of travellers with kids ranging from is it possible to sit together,1
569337605223006209,@USAirways over an hour is unacceptable wait time. thanks for nothing.  Be sure never to fly you again,negative,1.0,US Airways,Late Flight,0.6658,2015-02-21 19:27:17 -0800,0,over an hour is unacceptable wait time thanks for nothing be sure never to fly you again,0
569683397657767937,@AmericanAir thanks. Bummer. Poor planning on my part. I assume the card in Passbook won't work either?,neutral,0.6833,American,,0.0,2015-02-22 18:21:20 -0800,0,thanks bummer poor planning on my part i assume the card in passbook wont work either,1
569572184768835585,"@USAirways Painless and effortless flight from Indy to PHL... Our flight attendant, Tory, was fantastic. Give that lady a raise ASAP!",positive,1.0,US Airways,,,2015-02-22 10:59:25 -0800,0,painless and effortless flight from indy to phl our flight attendant tory was fantastic give that lady a raise asap!,2
569917431059099648,@USAirways is there a # or a time bracket I can call to fix this problem?I've been attempting to fix this contact information issue for days,negative,1.0,US Airways,Customer Service Issue,1.0,2015-02-23 09:51:18 -0800,0,is there a or a time bracket i can call to fix this problemive been attempting to fix this contact information issue for days,0
569516370506993664,"@USAirways why did you Cancelled Flight flight 1773 to phl, while delta flew a flight at the same time, on time? you Cancelled Flighted for no reason",negative,1.0,US Airways,Cancelled Flight,1.0,2015-02-22 07:17:38 -0800,0,why did you cancelled flight flight to phl while delta flew a flight at the same time on time you cancelled flighted for no reason,0
569453313462132736,@united thanks for the epic service on 863- always a pleasure- outstanding crew http://t.co/trqlpeinzW,positive,1.0,United,,,2015-02-22 03:07:04 -0800,0,thanks for the epic service on always a pleasure outstanding crew,2
569299492127842304,@united website says my flight is on time. It leaves in 15 min and nobody has boarded yet. #pathetic #needtobehonest,negative,1.0,United,Late Flight,1.0,2015-02-21 16:55:50 -0800,1,website says my flight is on time it leaves in min and nobody has boarded yet pathetic needtobehonest,0
568435290722975745,"@united That doesn’t make any sense. I’ve been 1K for over 5 years, and you’re making it harder to keep me loyal.",negative,1.0,United,Can't Tell,0.6968,2015-02-19 07:41:48 -0800,0,that doesnt make any sense ive been k for over years and youre making it harder to keep me loyal,0
568643040073506816,@VirginAmerica How about some free drinks on the flight back for the free promo?,positive,0.6809,Virgin America,,,2015-02-19 21:27:20 -0800,0,how about some free drinks on the flight back for the free promo,2
570137359787827201,"@AmericanAir yes but you are still human I hope, dealing with all the horror stories people share... I complained to DOT. Everyone should",negative,1.0,American,Can't Tell,0.6473,2015-02-24 00:25:13 -0800,0,yes but you are still human i hope dealing with all the horror stories people share i complained to dot everyone should,0
569958247412723712,@united Ok thank again for your help!,positive,1.0,United,,,2015-02-23 12:33:30 -0800,0,ok thank again for your help!,2
567773176031145984,@JetBlue I'll give u a chance but I don't think I'll fall for it #backtodelta,negative,1.0,Delta,Can't Tell,0.7184,2015-02-17 11:50:48 -0800,0,ill give u a chance but i dont think ill fall for it backtodelta,0
569263908973903872,"@USAirways AND my rebooked flt isn't until Monday??  AND I don't get a voucher for a hotel?!  Never again, US airways.",negative,1.0,US Airways,Flight Booking Problems,1.0,2015-02-21 14:34:26 -0800,0,and my rebooked flt isnt until monday and i dont get a voucher for a hotel! never again us airways,0
569604286369431552,@USAirways wasted a day of my vacation after problems with not one but two planes... #waitinginphilly #flight838,negative,1.0,US Airways,Customer Service Issue,0.3581,2015-02-22 13:06:59 -0800,0,wasted a day of my vacation after problems with not one but two planes waitinginphilly flight,0
568809558786899968,"@united as u might imagine, this former pilot was particularly touched by the gesture. Please let the FO know #keepingtraditionsalive",positive,1.0,United,,,2015-02-20 08:29:01 -0800,0,as u might imagine this former pilot was particularly touched by the gesture please let the fo know keepingtraditionsalive,2
569722436935151616,@USAirways denied me standby bc of checked bag in cvg 5163 to Phl @ 6..so I had to take delayed 3751 4 hrs Late Flightr...except u lost bag in cvg,negative,1.0,US Airways,Lost Luggage,0.6706,2015-02-22 20:56:28 -0800,0,denied me standby bc of checked bag in cvg to phl so i had to take delayed hrs late flightrexcept u lost bag in cvg,0
568884675021635584,"@SouthwestAir doesn't care nor does SNA agent Jacquie Plitt, rude gal bad attitude! had 2 fly @USAirways 2 CABO thx http://t.co/VbUxfPCKfa",negative,1.0,Southwest,Customer Service Issue,0.6442,2015-02-20 13:27:30 -0800,0,doesnt care nor does sna agent jacquie plitt rude gal bad attitude! had fly cabo thx,0
569678620878376960,"@AmericanAir FYI twice now I've tried the ""we'll call you when someone is free"" thing. Both times it called, I picked up, then it hung up.",negative,1.0,American,Customer Service Issue,1.0,2015-02-22 18:02:21 -0800,0,fyi twice now ive tried the well call you when someone is free thing both times it called i picked up then it hung up,0
568146952635854848,@JetBlue Statement on #Lufthansa Incentive Offer - Stockhouse http://t.co/obF9jbPc6A,neutral,1.0,Delta,,,2015-02-18 12:36:03 -0800,0,statement on lufthansa incentive offer stockhouse,1
569551994949648385,@USAirways there is no extreme weather in Miami. Pick up the phone. Hire more people.,negative,1.0,US Airways,Customer Service Issue,1.0,2015-02-22 09:39:12 -0800,0,there is no extreme weather in miami pick up the phone hire more people,0
569673434721951744,@AmericanAir you changed my AAdvantage travel plans &amp; I called 800-433-7300 to get help but it sea ur too busy &amp; hangs up on me. What gives?,negative,1.0,American,Customer Service Issue,1.0,2015-02-22 17:41:45 -0800,0,you changed my aadvantage travel plans amp i called to get help but it sea ur too busy amp hangs up on me what gives,0
569005870463344640,@united no I did not make connection.  Your stellar employee Vicky Thomas refused to board me even though 23 empty seats on plane,negative,1.0,United,Flight Attendant Complaints,1.0,2015-02-20 21:29:05 -0800,0,no i did not make connection your stellar employee vicky thomas refused to board me even though empty seats on plane,0
569638503199285248,@AmericanAir it's always better to find out equipment is INOP on the ground than in the air! #safetyfirst,negative,0.6609999999999999,American,Late Flight,0.3443,2015-02-22 15:22:57 -0800,0,its always better to find out equipment is inop on the ground than in the air! safetyfirst,0
569630712233627648,"@USAirways told me I deserved to be delayed because I booked the last flight and then I hear ""the only inconvience is missing your flight""",negative,1.0,US Airways,Late Flight,0.6718,2015-02-22 14:51:59 -0800,1,told me i deserved to be delayed because i booked the last flight and then i hear the only inconvience is missing your flight,0
568087713972236289,@JetBlue had a great flight to Orlando from Hartford a few weeks ago! Was great to get out on time and arrive early!,positive,1.0,Delta,,,2015-02-18 08:40:40 -0800,0,had a great flight to orlando from hartford a few weeks ago! was great to get out on time and arrive early!,2
568161901089132544,"@united Missing crew, passenger doc problems, frozen toilets, and now we're off the plane. Give me my money back.  UA3466",negative,1.0,United,Flight Attendant Complaints,0.3556,2015-02-18 13:35:27 -0800,1,missing crew passenger doc problems frozen toilets and now were off the plane give me my money back ua,0
568824786337574912,@USAirways Will you guys be offering no-fee changes for flights out of DCA tomorrow afternoon?,neutral,1.0,US Airways,,,2015-02-20 09:29:31 -0800,0,will you guys be offering nofee changes for flights out of dca tomorrow afternoon,1
569123565984997376,"@USAirways any guesstimate on hold times? Can't change my flight online, at 45 mins and counting...",negative,1.0,US Airways,Customer Service Issue,1.0,2015-02-21 05:16:46 -0800,0,any guesstimate on hold times cant change my flight online at mins and counting,0
567757851104641024,@USAirways @AmericanAir  best u could do-I might get my refund within 2 billing cycles. Months of u guys asking for another chance. I'm done,negative,0.6955,US Airways,Can't Tell,0.3531,2015-02-17 10:49:54 -0800,0,best u could doi might get my refund within billing cycles months of u guys asking for another chance im done,0
567781694183186432,@JetBlue thank you. Just sent msg.,positive,0.664,Delta,,,2015-02-17 12:24:39 -0800,0,thank you just sent msg,2
569556500928188416,@USAirways luggage and contents destroyed both on outbound trip last week&amp;inbound lastnight in philadelphia #Careless,negative,1.0,US Airways,Damaged Luggage,0.6803,2015-02-22 09:57:06 -0800,0,luggage and contents destroyed both on outbound trip last weekampinbound lastnight in philadelphia careless,0
569987608912142337,@JetBlue once again my flight is delayed. I hope I dont miss my  connecting. Please don't fuck me... I have a girlfriend -_-,negative,1.0,Delta,Late Flight,1.0,2015-02-23 14:30:10 -0800,0,once again my flight is delayed i hope i dont miss my connecting please dont fuck me i have a girlfriend,0
569484400594952192,@JetBlue suck and their customer services are the worst  whats the point of having a loyalty scheme that they don't honor #badairline,negative,1.0,Delta,Customer Service Issue,1.0,2015-02-22 05:10:36 -0800,0,suck and their customer services are the worst whats the point of having a loyalty scheme that they dont honor badairline,0
569484935557484544,@USAirways @AmericanAir  stranded in North Carolina and trying to figure out options but can't get anyone to talk to,negative,0.6578,US Airways,Customer Service Issue,0.6578,2015-02-22 05:12:43 -0800,0,stranded in north carolina and trying to figure out options but cant get anyone to talk to,0
568736451237707776,@united awesome new plane flight 1701,positive,1.0,United,,,2015-02-20 03:38:31 -0800,0,awesome new plane flight,2
568862839340961792,@USAirways will shall see in the next couple of minutes.,neutral,1.0,US Airways,,,2015-02-20 12:00:44 -0800,0,will shall see in the next couple of minutes,1
569232785786998785,@JetBlue there's is nothing there because apparently I have to connect them for that to be true.,negative,0.6822,Delta,Customer Service Issue,0.3485,2015-02-21 12:30:46 -0800,0,theres is nothing there because apparently i have to connect them for that to be true,0
569537708202307584,@USAirways 3rd connecting flight delayed but still cannot make it &amp; still unable to speak to a real person,negative,1.0,US Airways,Late Flight,0.6397,2015-02-22 08:42:25 -0800,0,rd connecting flight delayed but still cannot make it amp still unable to speak to a real person,0
567899906150703104,@JetBlue thank you for help and quick response,positive,1.0,Delta,,,2015-02-17 20:14:23 -0800,0,thank you for help and quick response,2
570305234838429696,"@AmericanAir I sure hope you all can fix @USAirways. Good luck, their service sucks. #nexttimeiwillflysouthwest",negative,1.0,American,Customer Service Issue,0.6641,2015-02-24 11:32:18 -0800,1,i sure hope you all can fix good luck their service sucks nexttimeiwillflysouthwest,0
569732616376725504,@AmericanAir 1) I was on 1610 today to YYZ. I had a bit of a bag issue that was cleared up beautifully. Thank you to all of the check in,positive,1.0,American,,,2015-02-22 21:36:55 -0800,0,i was on today to yyz i had a bit of a bag issue that was cleared up beautifully thank you to all of the check in,2
569950913554620416,"Just in case you needed confirmation that ""on fleek"" is dead &amp; gone. RT @JetBlue: Our fleet's on fleek. http://t.co/G4O6yX7TMJ",negative,0.6541,Delta,Can't Tell,0.3367,2015-02-23 12:04:21 -0800,18,just in case you needed confirmation that on fleek is dead amp gone our fleets on fleek,0
570038564110467074,@AmericanAir @USAirways need to be reported to the @BBB_media for their complete disregard for paying customers! #DoNotFlyWithThem,negative,1.0,American,Customer Service Issue,0.6458,2015-02-23 17:52:39 -0800,0,need to be reported to the for their complete disregard for paying customers! donotflywiththem,0
567800671572926464,"@SouthwestAir flight 1613 Cancelled Flightled??? My wife is stuck in Phoenix on the way from slc to san
Thanks a lot southwest!",negative,1.0,Southwest,Cancelled Flight,1.0,2015-02-17 13:40:03 -0800,0,flight cancelled flightled my wife is stuck in phoenix on the way from slc to san thanks a lot southwest!,0
569859218058162176,@AmericanAir is there any way you could put me up in a hotel for the night?? If not I'm having to sleep at the airport again tonight.,negative,1.0,American,Cancelled Flight,0.659,2015-02-23 05:59:59 -0800,0,is there any way you could put me up in a hotel for the night if not im having to sleep at the airport again tonight,0
568794248654426112,"Thanks! Hope I don't look like a complainer, I've written of good experiences w/you in the past and am making do in terminal 5 :) @JetBlue",positive,0.7053,Delta,,,2015-02-20 07:28:11 -0800,0,thanks! hope i dont look like a complainer ive written of good experiences wyou in the past and am making do in terminal,2
567725304958160896,@USAirways it takes a month?,negative,1.0,US Airways,Customer Service Issue,1.0,2015-02-17 08:40:35 -0800,0,it takes a month,0
569096764835414016,“@united: @Addair  We hope you don't miss your connection. For help with re-Flight Booking Problems please Follow us &amp; DM your confirmation. ^CP”done thx,neutral,0.6924,United,,,2015-02-21 03:30:16 -0800,0,we hope you dont miss your connection for help with reflight booking problems please follow us amp dm your confirmation cpdone thx,1
569229135752642560,@USAirways you are cutting into my pregame time.  Go @KentuckyMBB !!!!,negative,1.0,US Airways,Can't Tell,1.0,2015-02-21 12:16:16 -0800,0,you are cutting into my pregame time go !!!!,0
569624798860587008,@united my flight was supposed to depart to Boston at 4:36 and now it's departing at 6:30 due to issues with finding a pilot. Thanks a lot!!,negative,1.0,United,Late Flight,1.0,2015-02-22 14:28:29 -0800,0,my flight was supposed to depart to boston at and now its departing at due to issues with finding a pilot thanks a lot!!,0
569950112631296002,@SouthwestAir I'll stick with flying for free any where that Southwest goes; my son works for this wonderful company and Moms fly free.,positive,0.6759999999999999,Southwest,,,2015-02-23 12:01:10 -0800,0,ill stick with flying for free any where that southwest goes my son works for this wonderful company and moms fly free,2
568807823187976193,@JetBlue I'm #MakingLoveOutofNothingAtAll on my #brandloveaffair to #LAX https://t.co/kdHRUF54sW,positive,0.6667,Delta,,,2015-02-20 08:22:07 -0800,0,im makingloveoutofnothingatall on my brandloveaffair to lax,2
569657389722550272,@SouthwestAir couldn't be bothered to help with my lost my luggage. Not a single helpful employee owner to be found in BWI.,negative,1.0,Southwest,Lost Luggage,1.0,2015-02-22 16:38:00 -0800,0,couldnt be bothered to help with my lost my luggage not a single helpful employee owner to be found in bwi,0
569015470025793536,@USAirways I've been on hold for 75 minutes waiting to talk to someone about my flight tomorrow. Is there another number to call?,negative,1.0,US Airways,Customer Service Issue,1.0,2015-02-20 22:07:14 -0800,0,ive been on hold for minutes waiting to talk to someone about my flight tomorrow is there another number to call,0
570172301163008000,@AmericanAir Flight 1679 (N76200) prepares for flight at @FlyTPA before departing for @fly2ohare http://t.co/XbKvcraOKn,neutral,1.0,American,,,2015-02-24 02:44:04 -0800,0,flight n prepares for flight at before departing for,1
570068449646346240,@AmericanAir @USAirways I need to Cancelled Flight a flight I booked earlier tonight. Are you able to do it over Twitter?,neutral,1.0,American,,,2015-02-23 19:51:24 -0800,0,i need to cancelled flight a flight i booked earlier tonight are you able to do it over twitter,1
568974120030875648,@USAirways trying to change flight because of airline travel advisory. on hold for 45 mins. Help!,negative,1.0,US Airways,Customer Service Issue,1.0,2015-02-20 19:22:55 -0800,0,trying to change flight because of airline travel advisory on hold for mins help!,0
569892553690124288,@USAirways DOMINICK L. at La Guardia airport NYC gives the absolute best customer service! Thanku! Checking in made easy!,positive,1.0,US Airways,,,2015-02-23 08:12:27 -0800,0,dominick l at la guardia airport nyc gives the absolute best customer service! thanku! checking in made easy!,2
569707970876936192,@united She is travelling from Melbourne (Australia ) to Bogota (Colombia) tomorrow,neutral,1.0,United,,,2015-02-22 19:58:59 -0800,0,she is travelling from melbourne australia to bogota colombia tomorrow,1
569170372018499584,@SouthwestAir Had to pay a $25 fare difference on a change but can't seem to find the receipt for it. How can I get a copy for reimbursement,negative,0.6522,Southwest,Customer Service Issue,0.6522,2015-02-21 08:22:46 -0800,0,had to pay a fare difference on a change but cant seem to find the receipt for it how can i get a copy for reimbursement,0
569745686784315392,"@AmericanAir Worst airline. You Cancelled Flight flight, don't let me know, I wait on hold 30 mins, told to enter callback for middle of the night?!!",negative,1.0,American,Cancelled Flight,1.0,2015-02-22 22:28:51 -0800,0,worst airline you cancelled flight flight dont let me know i wait on hold mins told to enter callback for middle of the night!!,0
